MIRLET7C,MIR151A,MIR19A,MIR20A,MIR26B,MIR320A,MIR337,MIR373,MIR485,MIR625,MIR655,MIR93,MIR96,MIR98,MIR10B,MIR15A,MIR17,MIR31,MIR345,MIR378A,MIR379,MIR590,MIR659,MIR874,MIR877,MIRLET7G,MIR10A,MIR361,MIR493,MIR505,MIR372,MIR411,MIR490,MIR498,MIR339,MIR613,MIR324,MIR758,MIR370
0.17269472665699082,0.5694722778891117,0.7764391822733685,0.8832746678778245,0.6910006796465835,0.6175506414264871,0.4243390486996156,0.0,0.21875984425599476,0.5246864408103337,0.1687463405113525,0.9221246006389775,0.7970154444770506,0.6836319380711067,0.46583776912687713,0.5735070023946014,0.8685467047825076,0.5682532108632551,1.0,0.7627310173878176,0.4026396253434995,0.7069579633307617,0.3396982555398397,0.6118478910894573,0.6410517928286852,0.5995003513154813,0.5858230090318329,0.655034920005944,0.3680574690021649,0.8943704656074934,0.0376140708641346,0.3790553090209424,0.1986002941016284,0.0,0.7316737917457803,0.0,0.8063252789477571,0.3551146140222765,0.3017449328028571
0.42827285921625546,0.1965696098078511,0.615369719770948,0.5950821947188474,0.7079918442409949,0.34036344342751046,0.41209323252379226,0.028300510576221734,0.3987978982119681,0.3314433875326055,0.30743608093162444,0.5244109424920128,0.6777093047268143,0.3445792266868839,0.4460422128651256,0.5366083738480518,0.5460403306806766,0.8489900194838761,0.27557556628295576,0.28369725027035575,0.44528195997987374,0.4367972686834201,0.25357535753575355,0.5757378548562986,0.17862948207171317,0.5656439482655429,0.5321881340047993,0.5581752439447225,0.4009250147608738,0.40354486178712445,0.0725465205200102,0.34912637772068555,0.0,0.0,0.45150092606614095,0.0,0.32410896820118706,0.3503638607005263,0.39832712007769183
0.32275761973875183,0.4028449054972689,0.6839884920744697,0.832721446324262,0.4665374005517131,0.651261061527675,0.459785404786823,0.026709104170810953,0.3684681392623581,0.5574871530543711,0.3092576930583566,0.7466179113418531,0.6745573706348431,0.34565659790112147,0.48454754905855246,0.6133263188447862,0.8109248242293129,0.8359378106485348,0.5156656145562569,0.3522764553639778,0.46323102527383186,0.46652331631731864,0.4084289381319084,0.6231575614732472,0.3461195219123506,0.49610950633669026,0.6111574546091184,0.5723413740155534,0.3729383979531588,0.564184038938378,0.23360693346928377,0.2938507223649528,0.0,0.02503822867585813,0.34540519761901994,0.1960288105898384,0.4888297741323676,0.374956983019834,0.3111849043994027
0.1961490082244799,0.6808518998781878,0.7069351849290437,0.858256689754362,0.6562987246631751,0.6272715214219393,0.3489177319809466,0.02970625290100126,0.19023197792366528,0.5279665120347375,0.2173703727799102,0.8473317691693291,0.6781875292097341,0.45209688360400624,0.4868117899420039,0.6289819316450185,0.8850807386231939,0.925136188317627,0.5848264017823988,0.5743569180670481,0.3250377365793242,0.6727180211086126,0.348001466813348,0.5534702923277167,0.5304382470119522,0.7302157337288884,0.6020741289997015,0.8245826935459903,0.25699665420192874,0.8163100376526767,0.0,0.2362283540756064,0.11975110288110667,0.0,0.4113364474006081,0.0,0.7220251730338183,0.224301026532034,0.2433925420047409
0.20596032897919692,0.5478407795984126,0.5433483637168386,0.6906122654958806,0.7157078319273975,0.24438633392075504,0.4177759954616144,0.0,0.24966923299857616,0.3276478765443668,0.11472252943855311,0.655937999201278,0.5195365570010978,0.3965324607956586,0.3639601705463311,0.6040381684928524,0.6385073012439154,0.7526044773152014,0.4757124953583364,0.7496810410819085,0.3756047528737855,0.5538959013837139,0.30873801665880873,0.6558905266120238,0.4180717131474103,0.32024357873370257,0.3226331345712198,0.5815790777155878,0.3402775044282621,0.4489668472770685,0.0,0.336858963664876,0.0,0.0,0.38192365487436947,0.0,0.5448779526589324,0.26611772803196265,0.1899063312552865
0.45400096758587327,0.47465519273841816,0.6076516639464438,0.6939051007405725,0.5516731299724145,0.4145491065506981,0.6038302409061123,0.0,0.47586345938181224,0.36080783468441024,0.4147160236809576,0.6750823682108625,0.5870748964752682,0.5407804955907587,0.34274780858557774,0.5858428270807634,0.6668160395580623,0.7116485744960038,0.43538804307463785,0.670919452241218,0.5486124550063861,0.6079969797941664,0.27696579181727693,0.6507017975868012,0.23877290836653386,0.6495693132432925,0.44357936581497637,0.6457476843825845,0.5097126549891753,0.47321149784185856,0.0,0.612914706438446,0.04700179728772942,0.0,0.37432874765571306,0.0,0.3512401783295154,0.4632823844417025,0.4836419076261187
0.07204644412191585,0.9521199261267632,0.3962350272483333,0.5434313614170546,0.6230560108743453,0.5777007181702765,0.2407104920822778,0.0,0.08180340469500133,0.614294862783687,0.0,0.5376272963258785,0.50295086243438,0.7032041817964167,0.5106194221551339,0.7772839416588058,0.6181719848566792,0.807258737921985,0.43414639806906796,0.7909573627869112,0.29322289739520835,0.5511711504686243,0.5843417675100844,0.5405776198684351,0.43842231075697213,0.7134827074713093,0.7312180101131812,0.5918569518054388,0.14099586695532373,0.6010652952520891,0.06619423910272751,0.17569205787817113,0.04912586460432438,0.0,0.2849837501601687,0.0,0.513805758762531,0.2247710657299457,0.11438655848292138
0.340793420416062,0.700106094542025,0.5490608315582726,0.6635126099188777,0.5956102826530203,0.5700831864779337,0.44772542767437085,0.0,0.2903819256309774,0.5294347343923277,0.2857198620779389,0.84174071485623,0.7197387155325139,0.5263556921112487,0.4006382246232887,0.5257056817357231,0.5553735609982228,0.20661855342160723,0.5551197549201633,0.7331194789730132,0.45838332623756617,0.583523464044778,0.3878411650688878,0.45817356738312165,0.30530677290836655,0.38884117937908225,0.4500262613155376,0.5661498835999805,0.34499114347569376,0.557149416842685,0.0450369615090492,0.39528210603583464,0.06014105985512771,0.0,0.3275478467506145,0.0,0.35266878494544196,0.3788935613023443,0.3800528387790692
0.08147073052733433,0.38543754175016676,0.7582920689368999,0.8332513278578908,0.662555471154999,0.6158452238834253,0.349142695057659,0.0,0.18575874799964717,0.38161285787919963,0.1618112029145794,0.6927416134185304,0.6899909789472541,0.38132955588364403,0.756733137363947,0.7828713446048909,0.7831878235339566,0.7798918446061474,0.29454836613442253,0.779827215397514,0.2723323141231566,0.5865108415540929,0.19694588506469693,0.5031484152390333,0.11184063745019919,0.4411221276706485,0.7924944130338513,0.3552677200455694,0.28016138555402476,0.6491321517127374,0.0,0.22281538820860164,0.11770873046130384,0.0,0.30584644775006703,0.0,0.3740239907386881,0.25144579021143365,0.21914518133308272
0.4872859216255442,0.4092302251561948,0.27035326011784555,0.37785599838512296,0.2863510974293366,0.4185852614026111,0.4137364410841264,0.0,0.3629238542861103,0.2525342455055214,0.2182291327825125,0.3707443091054313,0.32355146890997427,0.24117154143888908,0.3166891766637536,0.40089616138161244,0.280151433207139,0.5046224501968269,0.1688869290753806,0.3493359579095736,0.43886674149475546,0.16007090918044092,0.2696317250772696,0.36868118338199596,0.1381195219123506,0.31168189033752314,0.5181512033861649,0.41700926246966197,0.3783310371974021,0.18896133712921293,0.0438236043843997,0.4090620933569116,0.3760960731986275,0.019630269652025814,0.15531119316924302,0.0,0.2725806054336313,0.39661236035219366,0.3605463487985966
