MIR23A,MIR93,MIR326,MIR424,MIR485,MIR491,MIR495,MIR885,MIR543,MIR15A,MIR21,MIR10B,MIR15B,MIR346,MIR503,MIR590,MIR874,MIR339,MIR455,MIR10A,MIR383,MIR338,MIR488,MIR504,MIR92B,MIR25,MIR95,MIR433,MIR328,MIR431
0.46657409858951926,0.5412846221790648,0.943596007685763,0.2991683725051304,0.7086442589042796,0.6170178404607765,0.7216426669640031,0.4856234446810541,0.6498671707346291,0.6750161480230198,0.3185916190831728,0.5999305258485813,0.4277892101099712,0.7762300300993866,0.3848844859141679,0.6018178080258184,0.641223134372612,0.2955917917378146,0.4460037291977369,0.283759421291831,0.6244118784105757,0.9302606004673172,0.6827976527933082,0.47322196934537936,0.404580818178447,0.5146300949169194,0.4647104732161079,0.5993591926072157,0.5673315472199506,0.6469958019578094
0.5375106989113474,0.43871000106067015,0.7974051092112207,0.38436685823653083,0.8129653795601333,0.7531045791514436,0.8249160370442542,0.7225131962715221,0.7873362422716161,0.6284539097780283,0.3642097490506484,0.8181363868106403,0.44693561925552205,0.7686386486922699,0.46971662937044073,0.5105540165652965,0.7108814656733108,0.29248852796345065,0.6273633948251701,0.3193071505008539,0.723802346563691,0.8248827502056443,0.7786554214132947,0.6882622581402611,0.42552713489012267,0.48188038299116753,0.5175395074152714,0.7455309657095421,0.6608478197071398,0.7727726718276293
0.3803183779747854,0.5593048888406242,0.4741289178775531,0.3511623241964026,0.6656594434239723,0.49683859178461875,0.6771152981824373,0.49532888930299535,0.4683142531285371,0.5210291222018956,0.30540489298629425,0.289131345567727,0.4817383114160809,0.7145041596616354,0.5993579301052254,0.5685538459251226,0.5290462859256515,0.4020570367285035,0.6418728287526103,0.21253924125854035,0.6130969919971793,0.7140146836775235,0.38158215382747646,0.4400895149914284,0.7111242319277806,0.5383837088243659,0.34467015425962894,0.6290758783638577,0.4571394716774918,0.633378015470302
0.767974226190971,0.7214059830336224,0.5107234911443085,0.7069549992629397,0.6820286797146284,0.3871036747537817,0.6861427606562981,0.312859601842556,0.7208078821961674,0.8903354385774055,0.639800077676759,0.8361671771373386,0.9237930943177628,0.4086653216670934,0.9381763803249654,0.7293834568992535,0.43804106825838796,0.613062579058856,0.8696347120408254,0.8067534270585692,0.006657182089534475,0.5342343073911544,0.5573812961822406,0.21058508191871453,0.8142947659251236,0.7362726587214754,0.4316826406880111,0.5120612297999884,0.33935310200289714,0.5476939750496405
0.5901755953147052,0.6441473368803474,0.4141123790026486,0.606006185171931,0.6195934100979548,0.4272803167455828,0.7431346360998963,0.407731455122889,0.598197640935853,0.7464602510152859,0.7434000213342751,0.806066481273562,0.6040011852296874,0.7426998848943517,0.7285575083941432,0.6908095173159015,0.525555583240244,0.6883320892849798,0.8011625972871212,0.35810915473020744,0.6204250986429184,0.8226733898165988,0.37629826567972635,0.4632251596214574,0.8234311737000759,0.5430896659390549,0.6369917079551076,0.4843094343505724,0.4561394744575872,0.6221809493194443
0.538741752185677,0.8070226909488829,0.2861205114347413,0.5666719489859052,0.6666924516058623,0.2632095911858709,0.6833909913487828,0.3454188188068136,0.6497861641578718,0.7234989615205295,0.7005732537174065,0.898373107418209,0.9124751815385694,0.1241511706413915,0.6881515802189151,0.6164221054403883,0.17648449250227116,0.5459970970283478,0.4266877579735694,0.6823167674651771,0.6360279628244382,0.4539427451935836,0.4293960564459525,0.08934504520059061,0.7710551817772235,0.6059241171509433,0.2877652732176125,0.40512654675143933,0.2830272669466295,0.5175104816897581
0.49315678833938836,0.590056186136239,0.4190551422615164,0.43173044087166756,0.5258144541724133,0.3946740488872332,0.5235029340635863,0.449867831386111,0.41972073970942847,0.5617371852374519,0.3802892009022478,0.6482121655018194,0.6279450837685125,0.6139429285811787,0.4128494532930027,0.3530055762961003,0.3260610957678537,0.3397590276765363,0.5463731031948076,0.2068115009532156,0.6369962384940063,0.5954194714744552,0.6690072635667877,0.5802071150156761,0.564723802878839,0.5214254963889409,0.3714715434257818,0.4656150900694844,0.33363947517625847,0.36051843732719896
0.7314170403376488,0.7792827281320376,0.7703382492344975,0.9999999999999999,0.8137703543817147,0.5300702412486893,0.716045891566994,0.9018091236281883,0.6031655168257215,0.764044851946034,0.15149116930572792,0.9312258988810146,1.0,0.7780759129993033,0.9424912738937321,1.0,0.559657559186317,0.49859555415608925,0.6501940340697219,0.41518610916257304,0.5304738277181777,0.6600961025311542,0.08416788913190548,0.6440960241106616,1.0,0.5006622835074372,0.7073821588918255,0.6015071619505955,0.8286586354214015,0.21405175509319896
0.5911904698823252,0.31801995330159993,0.7478365191958412,0.44840120438947806,0.5801631903929796,0.49937018183467785,0.5342140977368313,0.519060116907246,0.5165003595768854,0.4159165396884409,0.3267475207121404,0.3223992461741477,0.518613148425449,0.5259653851431545,0.1954247505913093,0.30918005959326184,0.3311717828099109,0.14422842524008006,0.43669612075840264,0.4726381634681966,0.42763230425153453,0.5716991655743057,0.7322755929300147,0.4072781331260036,0.5132551839479114,0.5436172279924749,0.35902532610980425,0.5270372920747252,0.3986759521266118,0.530788803208246
0.6597495840106402,0.6102833102796663,0.7743208261390064,0.3632465433898606,0.765739754684681,0.6815887493360804,0.781178255100595,0.6465468045798103,0.733175041582858,0.6984850145853952,0.552078866248217,0.7645906398491654,0.6071273464115623,0.7005193077494855,0.4627939429342294,0.6338152900286508,0.6258633910021084,0.28917557081699746,0.7299976319628749,0.37932010272088057,0.6707918139371796,0.6612991871483446,0.7966241951497944,0.6127156374796021,0.691475519933187,0.6064223007940439,0.5306046646632988,0.6884497115029345,0.6577031259134128,0.7182901723625517
