MIRLET7C,MIR130A,MIR142,MIR145,MIR146A,MIR191,MIR195,MIR199B,MIR212,MIR214,MIR26B,MIR30B,MIR326,MIR337,MIR424,MIR483,MIR491,MIR497,MIR543,MIR663A,MIRLET7I,MIR1271,MIR134,MIR15A,MIR299,MIR29A,MIR379,MIR152,MIR155,MIR215,MIR411,MIR766,MIR143,MIR150,MIR492,MIRLET7G,MIR335,MIR551A,MIR92B,MIR30C1,MIR30E,MIR377,MIR376C,MIR758,MIR202,MIR675,MIR99A,MIR127,MIR18B
0.21435517480898347,0.5959545662530616,0.4337520766482328,0.3014514731369149,0.4683130919867511,0.5793904646952324,0.4458343237461374,0.41085553705245625,0.17363718762139066,0.48480235251255627,0.6137517536241566,0.5981160080532572,0.25159479808350443,0.31656674415759206,0.4967730206344877,0.0,0.24953488735675314,0.3979669406877044,0.0762314439946019,0.0,0.35704311585640935,0.044273199810984695,0.44698492462311556,0.3929565865328053,0.2542590052696167,0.6088173972071372,0.398828541001065,0.27182249098439404,0.5688753218609095,0.16224046354418153,0.11555610145550572,0.19318781631322382,0.2101396865915055,0.4235083993843469,0.0,0.4413038048455582,0.3700022846698652,0.041530986275679825,0.5381782013727977,0.3155294117647059,0.354868469608308,0.12014100790326555,0.20848046750585078,0.2572599480015864,0.18185208560445237,0.125331337237462,0.27688517122862233,0.451805082190404,0.04518642181413467
0.5575480435285943,0.5258121820579764,0.4621082815593638,0.6276151275068085,0.4785054332035562,0.611949305974653,0.60876218207749,0.6475983555370526,0.23363654020458374,0.5872563562078746,0.707161467031866,0.7009566916983848,0.673264887063655,0.6385660100330356,0.5209656265014868,0.23893384924987693,0.39372762378249926,0.5736055864934146,0.17763157894736842,0.06949529935675408,0.5227824443060001,0.5551779288284686,0.5818444072212916,0.45723361700458853,0.4341658846459251,0.6701900698215669,0.5792611602856196,0.6732964835199446,0.3701429586736418,0.4923087535352142,0.37972118160044216,0.19978576085944047,0.5380557328228037,0.47671135912820883,0.0,0.511135625676463,0.5835903586931689,0.0,0.5983583264110524,0.26329411764705885,0.43534187358321486,0.4559634592422721,0.34874607065209867,0.4553827171374433,0.7524241207183431,0.3649597111531856,0.6457203196819744,0.57290229438693,0.05210536078649601
0.46068534382959025,0.3875460931822463,0.4992945085455498,0.44395271106709555,0.6610610726945201,0.36406155703077836,0.6609816971713811,0.5811433180682763,0.6594425741292245,0.5979389491763604,0.4500467633108425,0.5684600349758256,0.4208213552361396,0.45278355560993516,0.6176581349747425,0.042027621112272304,0.23265012585400935,0.5513833642711927,0.28356950067476383,0.16813458683819893,0.5114395583148941,0.25100868743411725,0.6818630187976921,0.5156868896819484,0.42985273947881325,0.8743696664080681,0.6678974842437891,0.7575156296751231,0.689056146523902,0.3192039732358419,0.5046121722041392,0.5857111807992051,0.8144224633056796,0.6652427631957991,0.0,0.44228207476479886,0.48231284746020864,0.0829596794817151,0.49877584925457974,0.29473529411764704,0.4206600242500924,0.46176297784432274,0.5219835763643665,0.5922200678623365,0.1949624189569109,0.1398881599225045,0.5212845252391403,0.6702606884074525,0.32804674457429045
0.5820444547348923,0.47993432562646354,0.4863111900047792,0.5101200792275313,0.5248067871462606,0.3949305974652988,0.6630615640599002,0.6677248126561202,0.4774860805386508,0.7475472974731309,0.6333422406306368,0.5214924978323806,0.413990417522245,0.6876422366328153,0.5509628994766709,0.18646410032734215,0.1585135156262214,0.6010607265977197,0.30113022941970313,0.0,0.5212356871253949,0.23248882265275705,0.63000186115764,0.5533942507549316,0.5585071825597344,0.742981477889837,0.6880008380034567,0.6766507614053323,0.5650887229258175,0.38340691177485,0.541042805379844,0.32393579035613373,0.7841452173296459,0.5805822365984344,0.0,0.5310756806260928,0.4793522960932145,0.04563975790640184,0.4683032396275084,0.2982058823529412,0.3867098950919923,0.5865473911642629,0.5065154473571242,0.53921914246684,0.07679729186987207,0.3695830214433534,0.6213093709884469,0.6771136959640354,0.12771285475792987
0.3266612641815235,0.44513229079751293,0.8995357411073941,0.3811587026491705,0.7698762275553488,0.4916415208207605,0.4082481578321845,0.597874167360533,0.29544865984720964,0.5339735082103729,0.6235219453537313,0.40341234734815645,0.6068993839835728,0.42301480484522197,0.4248704663212435,0.05125193252778954,0.36616481403311285,0.3638469017943959,0.1001012145748988,0.0,0.6118069131452879,0.3317582058085856,0.5671691792294806,0.6222989136828896,0.2136721287807695,0.6909062257564004,0.4517624260200074,0.43567817829640476,0.8849339966677929,0.5505104504380216,0.1454277467297181,0.44403390567267975,0.32496631922286023,0.7128488769270022,0.0,0.5390891682624261,0.3511442388241566,0.05574972295626972,0.39137848117868224,0.34823529411764703,0.6544625441509835,0.22439967401398708,0.2527799703654467,0.3116599832547482,0.17023351884789722,0.25801593941261936,0.4996066089693154,0.5362341352875066,0.1100723427935448
0.5782704329705949,0.9145156514951687,0.6962631710702989,0.9999999999999998,0.802254634203033,0.6610440555220278,0.924070002376991,0.7509367194004999,0.5297811731192542,0.8438077393499362,0.8093727035874141,0.7712316487133893,0.7014921286789869,0.7555365226966843,0.8832963237108313,0.44810461129200824,0.5117333458405641,0.9427738000530366,0.44094129554655875,0.0,0.7250639111473931,0.6845080149758278,0.7691047831751349,0.613494646848896,0.6207319714141342,0.9027831652443755,0.6784510902774141,0.6932331774302767,0.8020366076733971,0.6268883217217356,0.6294171835656819,0.5649548234855777,0.7931503935332906,0.7171946632427137,0.0,0.6938223295312631,0.6910650369354963,0.19190179865314125,0.5665085471953832,0.33105882352941174,0.5786546470557221,0.8068532873415083,0.7370002631105202,0.5553033975234655,0.45051351196282063,0.6045968913742239,0.6994181953704087,0.7303752706937985,0.3542756445928399
0.6062282935864783,0.37414206120636284,0.5169659315900867,0.3971589502352064,0.5763263408681504,0.21418225709112848,0.7366145709531733,0.6710293505412157,0.616680694030817,0.662177635516694,0.450597902331485,0.4024277337722456,0.4626557152635181,0.5312002936498226,0.5374836053865233,0.1726880921740182,0.24509482044306866,0.5419428975514895,0.1325067476383266,0.0,0.45622892006272964,0.19915670095598126,0.6791736460078167,0.49692144789991777,0.48233234678409004,0.8289371605896044,0.7470713525026624,0.8309317963496636,0.6009274254622563,0.8233082706766918,0.5688263833445925,0.32371844630049373,0.8312273984258667,0.7152439977941842,0.0,0.5236241778369828,0.5526045236463332,0.0,0.5011367114064618,0.23102941176470587,0.4492329590384312,0.5359437484600952,0.4029052940606262,0.5942250914378885,0.2938206437546618,0.16877284135440973,0.6233073833285022,0.7302199358558492,0.09261732517158226
0.6064598286640425,0.5861572416763114,0.6113993764365855,0.788313939093835,0.5343715497704689,0.6045715147857573,0.6651414309484195,0.7727935054121566,0.427473132202512,0.717529341348531,0.7562462422339502,0.5126309756491837,0.4912114989733059,0.8034014437782944,0.8865817393223991,0.26170096993461794,0.40271719587886745,0.7355078228586582,0.37054655870445347,0.08691241959426027,0.6166405293346799,0.41454327359965104,0.7705099571933742,0.5789246637123024,0.5638128925142568,0.6751357641582622,0.6779011505089126,0.7106344781971936,0.5243565694578756,0.3103400703593847,0.5261069827427377,0.3286397367032011,0.6327022619300862,0.4991810497378536,0.0,0.6550037465656482,0.48865280633615116,0.0,0.5211166003585014,0.5292941176470589,0.4442247878116925,0.47525728256543415,0.5266364781964467,0.5474485524170449,0.403981869298296,0.5608647791818941,0.6349124187336949,0.7014373041182007,0.06516416249304396
0.3403797175272053,0.5950259736764191,0.5533442570719829,0.1882427581084425,0.742355744087396,0.5305371152685576,0.43359282148799627,0.500039029975021,0.4866955846173767,0.38790433809560987,0.4384394415124593,0.4610783723014976,0.4709377138945927,0.46379542395693135,0.4501668679470697,0.1094911945828763,0.5065115770054562,0.6019623442057811,0.21384952766531715,0.23624443344878773,0.41042772132591465,0.5139580531423794,0.5744090824492835,0.6892819326248087,0.2751389590702375,0.5903195306439101,0.6153389549398558,0.492889875749988,0.622190634867003,0.503586949023936,0.38890867776208315,0.4592324649920825,0.5599659646883643,0.6192745499888885,0.0,0.48730330530347166,0.42724278425100903,0.0,0.6519367813579331,0.16326470588235295,0.5618377352522539,0.24026306313136103,0.2111254206306344,0.4498744106112017,0.0,0.4036810356215049,0.4073150026916229,0.5989894098189892,0.4424040066777963
0.4019333178976615,0.30467257018275773,0.3574679684121893,0.2457291408764546,0.31217386251380086,0.07012673506336764,0.38960363679581655,0.5551103247293923,0.259403729120808,0.425547141332917,0.14099138218985896,0.11577292165708997,0.23014373716632444,0.29052979322158323,0.2233822899216954,0.06457017990862059,0.23759048199740476,0.2511800583399629,0.19058704453441294,0.0,0.2785451889406865,0.10793864272472828,0.625283826540108,0.5947880309031728,0.10717895040785388,0.5257830682699766,0.6108172279543986,0.5195666209980945,0.3991657831269152,0.44255708077533285,0.23261069827427375,0.24421709566243358,0.4649932638445722,0.5391738067606607,0.09793055675816087,0.13658313212888196,0.3396256949204174,0.0,0.7849101560792202,0.06652941176470589,0.32590015288101615,0.27134545041032543,0.08224280946643957,0.5361675406513022,0.0,0.1894764651490467,0.5140171435670214,0.6199139262250892,0.0
0.647661495716601,0.5614755201464214,0.5512505404974852,0.5571459519683089,0.7727235748736125,0.3467260108630055,0.5447022819111006,0.7969400499583683,0.5457238119901593,0.8043172769146694,0.4911149709399425,0.4100254236042734,0.27256673511293633,0.652918145111954,0.5377952653654863,0.16744543577961843,0.24654878601691602,0.5752497127198799,0.41005398110661273,0.0,0.5950718597606826,0.27385409472574607,0.6882840126558719,0.7341660457272834,0.574243846098318,0.6986884212567882,0.704315717802336,0.7825861010062831,0.7321767700893638,0.23372076981444434,0.5835533992507523,0.39243021703356407,0.5140892008792455,0.6734075738495601,0.0,0.5007076846224296,0.39946500647323124,0.0,0.3697481747037993,0.22726470588235295,0.2050450735410405,0.6352557663514206,0.5042166922853226,0.651698761732693,0.14659475586665904,0.3624058826119501,0.6700277444200587,0.7734030208057308,0.0
0.6630122713591108,0.5322046671870374,0.5123005848751736,0.6527296360485266,0.45280957638444996,0.39343693421846715,0.6261587829807465,0.719413509575354,0.4376213906513014,0.6626070211049523,0.45213441111630703,0.3299337222801887,0.4365092402464065,0.6397650801419308,0.5403664601919306,0.2501533066738066,0.292934978034176,0.5772474144789181,0.2659919028340081,0.0,0.49034350899052614,0.3449347533713787,0.7131211613623674,0.3908780736499471,0.4619396520609254,0.6180663304887509,0.7299097400443443,0.7187760822664211,0.5113772734157451,0.3057011795543905,0.469385248418596,0.30409538299127514,0.6450826065376161,0.6116447319686905,0.0,0.2909000083257014,0.4566483893077451,0.0,0.38066716215625407,0.2923235294117647,0.41309504981812406,0.3938555427098535,0.39430573442454964,0.5962411316264928,0.5009753858511676,0.3631984500902645,0.7341711872127209,0.7348982556811432,0.09641995919124467
0.5803542486686731,0.5370225822948348,0.4456999157961814,0.6637007922753155,0.2658027776163634,0.3552353651176827,0.44313049679106253,0.823545482930891,0.3136896283827528,0.810328675150285,0.567405972342842,0.4261172424941585,0.5660780287474333,0.712920592193809,0.6389159427065072,0.2797782019502337,0.32362459546925565,0.5023777954565545,0.23002699055330633,0.2071251855517071,0.5151131066188321,0.3695976154992548,0.749860413176996,0.605474724499,0.5405868764888472,0.5879800232738558,0.6679062134464637,0.692776491708792,0.42600985680830483,0.2936297164930675,0.44435300620278817,0.37617598658676676,0.49475998014606803,0.35497172769698015,0.34388258723699017,0.41890766797102663,0.13349135633234335,0.05728411900093769,0.3236676430726184,0.3255294117647059,0.46670884074015495,0.49384985690730254,0.48865162782324517,0.5314303970387345,0.2521659303459751,0.5994804279864383,0.6533914447803221,0.7164682340256394,0.11283620849564087
