MIRLET7B,MIR151A,MIR20A,MIR20B,MIR337,MIR342,MIR485,MIR495,MIR543,MIR625,MIR655,MIR98,MIR15A,MIR17,MIR21,MIR31,MIR345,MIR379,MIR874,MIR22,MIR410,MIR492,MIR493,MIR494,MIR92B,MIR375,MIR377,MIR411,MIR506,MIR935,MIR323A,MIR33B,MIR508,MIR873,MIR675,MIR433,MIR541,MIR758,MIR370,MIR431
0.37338858195211744,0.2416098954572563,0.708579881656805,0.5959014095276935,0.3770375734170086,0.4288854608561512,0.18653583284514744,0.2723442258810598,0.0,0.17187062937062958,0.05336691855583544,0.4736440030557677,0.5780927284381452,0.6794057185572786,0.790607616602482,0.6726867257258752,0.1463455085924244,0.3757469447550022,0.2470134981568225,0.44716790856630695,0.19844172127110168,0.0,0.3334166266218164,0.06238467276510542,0.4268583017370603,0.753083034170988,0.11909903684187793,0.19309769787684047,0.11507323568575234,0.31066874660879,0.0,0.24514042672853179,0.4851957675280229,0.0,0.29775536945251524,0.10438781508246603,0.0,0.23087575135052882,0.13527271240493907,0.20187737642585551
0.45536493166618186,0.08099708033780129,0.8186714127218935,0.5032498152065863,0.6622737146994931,0.8384689548785191,0.3742189025580941,0.5770226018457029,0.18562894125456356,0.554562937062937,0.4283123425692696,0.4186894699228664,0.5646084087078318,0.8553229925870549,0.8600556268720583,0.6290947083768668,0.41376318844647436,0.5863853656656,0.3839491116716095,0.45571180458289096,0.2104422586085944,0.0,0.6179913503123499,0.4423854579718111,0.4082885107133408,0.6460410849621062,0.30447458212758605,0.3117831286097779,0.148948069241012,0.0,0.35278008298755187,0.5072234524939365,0.5554439176530922,0.0,0.5003560644904005,0.48750043221188755,0.0,0.42463668873164423,0.46189385886008666,0.32955934274850623
0.8615634389842008,0.49201017172636785,0.5503651997041421,0.43738689368643746,0.18965323034837878,0.3318935595834942,0.1724516695957821,0.0,0.0,0.34685314685314683,0.0,0.6708149535474014,0.5852622082947558,0.49990655952158436,0.6664741121095421,0.631807685891639,0.25027110470382613,0.34362350129149155,0.35095207738573686,0.506162810241471,0.10545248294699763,0.0,0.18487265737626143,0.0,0.39670223084384093,0.8892102114080576,0.0,0.0,0.1881491344873502,0.23180615843733043,0.0,0.16903933354423706,0.5943567040304771,0.1525654314589272,0.16786304335441238,0.0,0.0,0.10750970098151107,0.14443126993212854,0.0
0.5635601434525537,0.2642137318305968,0.7389053254437872,0.4319323018887162,0.7415399468983828,0.468202853837254,0.24553309900410078,0.5829993817124275,0.22651842017922336,0.3281993006993007,0.5663140218303946,0.47393972251657257,0.5616883887662323,0.6676945119292341,0.799122807017544,0.6107799151865282,0.339601699348073,0.599146073480088,0.2842928019069264,0.5542327301249372,0.4078540830186426,0.0,0.5570014416146084,0.1040398885006478,0.37654527819416284,0.7978078048131898,0.21722886882909342,0.30364841779874724,0.07057256990679095,0.044933532284319046,0.18879668049792528,0.08590811627825232,0.5254482087349681,0.10555411591949557,0.4904717142368826,0.0,0.0,0.4839838697405463,0.2596287513288086,0.34100013579576316
0.5774692255500629,0.5322889523749721,0.4744360207100591,0.3526495552213698,0.38040067583876414,0.22938681064404176,0.17035247022066002,0.19956948865327806,0.0,0.3356293706293707,0.09131821998320738,0.6141600335148721,0.45186715096265684,0.5769949542141655,0.6883611467693624,0.6941710492813683,0.45444803082301016,0.41612051351247153,0.3813021425205798,0.3966048518124268,0.1931131244682598,0.0,0.13414704469005287,0.0,0.4617934926373336,0.8628589948145193,0.10810694078521142,0.10180590580004882,0.1858588548601864,0.11833627238198588,0.0752143845089903,0.45337270202819085,0.5168346468230295,0.0,0.18427049507206747,0.09401472978112789,0.0,0.19688046869055773,0.20982909477471584,0.1479325095057034
0.5772511388969659,0.3342856245879511,0.6384522928994085,0.5500089210613515,0.5218118915439697,0.5562861550327807,0.3393380199179848,0.34031005976779866,0.20687022900763358,0.09124125874125877,0.0802686817800168,0.8061066068656201,0.5229447095411057,0.7166261757926864,0.2828840393667096,0.3479108317163753,0.7206154395723565,0.4217780176568103,0.5073449929321765,0.5746540422432629,0.1756645819962088,0.0,0.2856511292647766,0.24470966982058026,0.22736972048320248,0.8535101715197448,0.0,0.09027495322541283,0.0,0.17924240368963645,0.12279391424619639,0.3192379345495448,0.4900729483918909,0.22827589185453917,0.16762091950094002,0.15348708550879983,0.0,0.21154987445788634,0.30380652547223813,0.26751765344921236
0.6681932732383444,0.38636863089818796,0.7197438979289941,0.606555705655953,0.6381205245796121,0.6016968762051678,0.17818785393477837,0.5104765394215576,0.20268835048124792,0.2641083916083917,0.3487489504617968,0.7766578772271372,0.8180803836383923,0.66679125397122,0.5160034231921271,0.7832603141434805,0.4104844162637306,0.5809206214580362,0.2081404695252086,0.5556893943638306,0.2531158111557234,0.0,0.38650648726573766,0.07007969848062502,0.22520059959439198,0.6841344236138811,0.24361853755452859,0.37865045147645005,0.04753661784287617,0.1760716223548562,0.1329183955739972,0.3449681886885304,0.6263304970328738,0.03854625550660793,0.4904717142368826,0.06171985754296186,0.12923736928793042,0.37863501483679524,0.17178428326110068,0.2878530689842477
0.6808422991179603,0.7000596490126516,0.20037444526627235,0.3405933780236026,0.29933220693539303,0.242846124180486,0.1592706502636204,0.30096865053012434,0.051842017922336545,0.14905594405594402,0.0,0.7811429557160107,0.37340645253187077,0.18261384164953576,0.2578733418913135,0.04771855272746429,0.3726063049385709,0.5241046300936814,0.4270905512902242,0.7069023474704474,0.32055166649252953,0.0,0.28845747236905334,0.0,0.12981218587426158,0.21780680760537163,0.11737139895477908,0.29309363052143494,0.0,0.29949470971242537,0.0,0.07480052022918204,0.38471118925764286,0.4386715038438283,0.09293283199453085,0.1027626983852564,0.0,0.3151791828349692,0.2402281462098291,0.22309546442151004
0.4716729669477564,0.3611904687156624,0.828864644970414,0.5253613029847323,0.32271300989621043,0.5074431160817585,0.2142647920328061,0.1694336943827429,0.07414537006306007,0.28062937062937077,0.07502938706968933,0.627738485423495,0.6212757875744841,0.8821404098922319,0.4276422764227643,0.3690439607715743,0.5347843282344387,0.2190523921508154,0.2335846337204468,0.4141128354529666,0.11043778079615504,0.0,0.16872657376261416,0.08770758902281026,0.3188431355259679,0.6857133359925542,0.0,0.08478402342796713,0.11102529960053263,0.18980602278893108,0.0,0.10323737213961828,0.4730656116884883,0.04824220437073508,0.2856349341992822,0.0,0.0,0.08938598493494636,0.04567012838335105,0.1255941064638783
0.847145488029466,0.5910589269456565,0.4909624630177516,0.4645324089414524,0.5637943519188993,0.23763979946008496,0.21358133177113844,0.3631409008678925,0.19429140391636243,0.23082167832167833,0.2476910159529807,0.7117967421572734,0.6628207867435845,0.5332025166635521,0.5262516046213093,0.617636987804771,0.1696924077925061,0.5900670804579977,0.24888439258294293,0.6055801445459137,0.38598743227308685,0.0,0.3959442575684767,0.0,0.355859271669165,0.7016852812126049,0.18896039390143826,0.5417717400146425,0.3522503328894807,0.18926342919153555,0.2420470262793914,0.4324405075749588,0.6365035008948475,0.08970372289885117,0.4833219392696405,0.0,0.08526448845137319,0.4273605721676938,0.42110965737182104,0.2076147474198805
