MIRLET7B,MIR151A,MIR20A,MIR20B,MIR337,MIR342,MIR485,MIR495,MIR543,MIR625,MIR655,MIR98,MIR15A,MIR17,MIR21,MIR31,MIR345,MIR379,MIR874,MIR22,MIR410,MIR492,MIR493,MIR494,MIR92B,MIR375,MIR377,MIR411,MIR506,MIR935,MIR323A,MIR33B,MIR508,MIR873,MIR675,MIR433,MIR541,MIR758,MIR370,MIR431
0.3733885819521174,0.2416098954572563,0.708579881656805,0.5959014095276935,0.3770375734170086,0.4288854608561512,0.1865358328451474,0.2723442258810598,0.0,0.1718706293706295,0.0533669185558354,0.4736440030557677,0.5780927284381452,0.6794057185572786,0.790607616602482,0.6726867257258752,0.1463455085924244,0.3757469447550022,0.2470134981568225,0.4471679085663069,0.1984417212711016,0.0,0.3334166266218164,0.0623846727651054,0.4268583017370603,0.753083034170988,0.1190990368418779,0.1930976978768404,0.1150732356857523,0.31066874660879,0.0,0.2451404267285317,0.4851957675280229,0.0,0.2977553694525152,0.104387815082466,0.0,0.2308757513505288,0.135272712404939,0.2018773764258555
0.4553649316661818,0.0809970803378012,0.8186714127218935,0.5032498152065863,0.6622737146994931,0.8384689548785191,0.3742189025580941,0.5770226018457029,0.1856289412545635,0.554562937062937,0.4283123425692696,0.4186894699228664,0.5646084087078318,0.8553229925870549,0.8600556268720583,0.6290947083768668,0.4137631884464743,0.5863853656656,0.3839491116716095,0.4557118045828909,0.2104422586085944,0.0,0.6179913503123499,0.4423854579718111,0.4082885107133408,0.6460410849621062,0.304474582127586,0.3117831286097779,0.148948069241012,0.0,0.3527800829875518,0.5072234524939365,0.5554439176530922,0.0,0.5003560644904005,0.4875004322118875,0.0,0.4246366887316442,0.4618938588600866,0.3295593427485062
0.8615634389842008,0.4920101717263678,0.5503651997041421,0.4373868936864374,0.1896532303483787,0.3318935595834942,0.1724516695957821,0.0,0.0,0.3468531468531468,0.0,0.6708149535474014,0.5852622082947558,0.4999065595215843,0.6664741121095421,0.631807685891639,0.2502711047038261,0.3436235012914915,0.3509520773857368,0.506162810241471,0.1054524829469976,0.0,0.1848726573762614,0.0,0.3967022308438409,0.8892102114080576,0.0,0.0,0.1881491344873502,0.2318061584373304,0.0,0.169039333544237,0.5943567040304771,0.1525654314589272,0.1678630433544123,0.0,0.0,0.107509700981511,0.1444312699321285,0.0
0.5635601434525537,0.2642137318305968,0.7389053254437872,0.4319323018887162,0.7415399468983828,0.468202853837254,0.2455330990041007,0.5829993817124275,0.2265184201792233,0.3281993006993007,0.5663140218303946,0.4739397225165725,0.5616883887662323,0.6676945119292341,0.799122807017544,0.6107799151865282,0.339601699348073,0.599146073480088,0.2842928019069264,0.5542327301249372,0.4078540830186426,0.0,0.5570014416146084,0.1040398885006478,0.3765452781941628,0.7978078048131898,0.2172288688290934,0.3036484177987472,0.0705725699067909,0.044933532284319,0.1887966804979252,0.0859081162782523,0.5254482087349681,0.1055541159194955,0.4904717142368826,0.0,0.0,0.4839838697405463,0.2596287513288086,0.3410001357957631
0.5774692255500629,0.5322889523749721,0.4744360207100591,0.3526495552213698,0.3804006758387641,0.2293868106440417,0.17035247022066,0.199569488653278,0.0,0.3356293706293707,0.0913182199832073,0.6141600335148721,0.4518671509626568,0.5769949542141655,0.6883611467693624,0.6941710492813683,0.4544480308230101,0.4161205135124715,0.3813021425205798,0.3966048518124268,0.1931131244682598,0.0,0.1341470446900528,0.0,0.4617934926373336,0.8628589948145193,0.1081069407852114,0.1018059058000488,0.1858588548601864,0.1183362723819858,0.0752143845089903,0.4533727020281908,0.5168346468230295,0.0,0.1842704950720674,0.0940147297811278,0.0,0.1968804686905577,0.2098290947747158,0.1479325095057034
0.5772511388969659,0.3342856245879511,0.6384522928994085,0.5500089210613515,0.5218118915439697,0.5562861550327807,0.3393380199179848,0.3403100597677986,0.2068702290076335,0.0912412587412587,0.0802686817800168,0.8061066068656201,0.5229447095411057,0.7166261757926864,0.2828840393667096,0.3479108317163753,0.7206154395723565,0.4217780176568103,0.5073449929321765,0.5746540422432629,0.1756645819962088,0.0,0.2856511292647766,0.2447096698205802,0.2273697204832024,0.8535101715197448,0.0,0.0902749532254128,0.0,0.1792424036896364,0.1227939142461963,0.3192379345495448,0.4900729483918909,0.2282758918545391,0.16762091950094,0.1534870855087998,0.0,0.2115498744578863,0.3038065254722381,0.2675176534492123
0.6681932732383444,0.3863686308981879,0.7197438979289941,0.606555705655953,0.6381205245796121,0.6016968762051678,0.1781878539347783,0.5104765394215576,0.2026883504812479,0.2641083916083917,0.3487489504617968,0.7766578772271372,0.8180803836383923,0.66679125397122,0.5160034231921271,0.7832603141434805,0.4104844162637306,0.5809206214580362,0.2081404695252086,0.5556893943638306,0.2531158111557234,0.0,0.3865064872657376,0.070079698480625,0.2252005995943919,0.6841344236138811,0.2436185375545285,0.37865045147645,0.0475366178428761,0.1760716223548562,0.1329183955739972,0.3449681886885304,0.6263304970328738,0.0385462555066079,0.4904717142368826,0.0617198575429618,0.1292373692879304,0.3786350148367952,0.1717842832611006,0.2878530689842477
0.6808422991179603,0.7000596490126516,0.2003744452662723,0.3405933780236026,0.299332206935393,0.242846124180486,0.1592706502636204,0.3009686505301243,0.0518420179223365,0.149055944055944,0.0,0.7811429557160107,0.3734064525318707,0.1826138416495357,0.2578733418913135,0.0477185527274642,0.3726063049385709,0.5241046300936814,0.4270905512902242,0.7069023474704474,0.3205516664925295,0.0,0.2884574723690533,0.0,0.1298121858742615,0.2178068076053716,0.117371398954779,0.2930936305214349,0.0,0.2994947097124253,0.0,0.074800520229182,0.3847111892576428,0.4386715038438283,0.0929328319945308,0.1027626983852564,0.0,0.3151791828349692,0.2402281462098291,0.22309546442151
0.4716729669477564,0.3611904687156624,0.828864644970414,0.5253613029847323,0.3227130098962104,0.5074431160817585,0.2142647920328061,0.1694336943827429,0.07414537006306,0.2806293706293707,0.0750293870696893,0.627738485423495,0.6212757875744841,0.8821404098922319,0.4276422764227643,0.3690439607715743,0.5347843282344387,0.2190523921508154,0.2335846337204468,0.4141128354529666,0.110437780796155,0.0,0.1687265737626141,0.0877075890228102,0.3188431355259679,0.6857133359925542,0.0,0.0847840234279671,0.1110252996005326,0.189806022788931,0.0,0.1032373721396182,0.4730656116884883,0.048242204370735,0.2856349341992822,0.0,0.0,0.0893859849349463,0.045670128383351,0.1255941064638783
0.847145488029466,0.5910589269456565,0.4909624630177516,0.4645324089414524,0.5637943519188993,0.2376397994600849,0.2135813317711384,0.3631409008678925,0.1942914039163624,0.2308216783216783,0.2476910159529807,0.7117967421572734,0.6628207867435845,0.5332025166635521,0.5262516046213093,0.617636987804771,0.1696924077925061,0.5900670804579977,0.2488843925829429,0.6055801445459137,0.3859874322730868,0.0,0.3959442575684767,0.0,0.355859271669165,0.7016852812126049,0.1889603939014382,0.5417717400146425,0.3522503328894807,0.1892634291915355,0.2420470262793914,0.4324405075749588,0.6365035008948475,0.0897037228988511,0.4833219392696405,0.0,0.0852644884513731,0.4273605721676938,0.421109657371821,0.2076147474198805
